task_id,title,claimed_status_previous_run,claimed_maturity_previous_run,acceptance_requirements,required_evidence_level,actual_evidence_refs,actual_evidence_level,highest_provable_maturity,reconciled_status,reason,human_gate_dependency,runtime_dependency,review_dependency,confidence
G2.12,Eliminar processor not found,ACCEPTED,TESTED_LOCAL,Janela de logs sem processor not found e sem eventos P1; handler P2 processa inbound.,E6_END_TO_END,.evidence/graph-engineer/G2.12.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.13,Validar MiniMax com prompt sintético sanitizado,ACCEPTED,TESTED_LOCAL,"Inferência retorna final-only, sem reasoning; provider/fallback conformes e DPA/política respeitados.",E6_END_TO_END,.evidence/graph-engineer/G2.13.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG) requiring explicit external human signoff.,,YES,PRO,HIGH
G2.14,Validar MCP no contexto do secret,ACCEPTED,TESTED_LOCAL,MCP conecta apenas dentro do container com secret; tool list limitada ao perfil.,E6_END_TO_END,.evidence/graph-engineer/G2.14.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,TERRA,HIGH
G2.15,Validar pietra-public-output em runtime,ACCEPTED,TESTED_LOCAL,"Bloqueia Hermes/model/provider/infra, PII e reasoning; identidade sempre Pietra.",E6_END_TO_END,.evidence/graph-engineer/G2.15.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.16,Provar ausência de streaming/progress/commentary/footer,ACCEPTED,TESTED_LOCAL,"Uma resposta final por evento; nenhum busy ack, tool progress ou footer visível.",E6_END_TO_END,.evidence/graph-engineer/G2.16.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.17,Conectar somente conhecimento PUBLISHED,ACCEPTED,TESTED_LOCAL,Hermes não enxerga PENDING/APPROVED não publicado/REVOKED; zero raw corpus.,E6_END_TO_END,.evidence/graph-engineer/G2.17.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.18,Expor somente tools aprovadas no perfil Lark,ACCEPTED,TESTED_LOCAL,"Tool list exata; nenhuma escrita, admin, filesystem, OCR ou documento no piloto.",E6_END_TO_END,.evidence/graph-engineer/G2.18.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.19,Aplicar comportamento de preços aprovado,ACCEPTED,TESTED_LOCAL,Resposta usa camada aprovada e fonte; composição/ambiguidade/urgência = HITL.,E6_END_TO_END,.evidence/graph-engineer/G2.19.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG) requiring explicit external human signoff.,,YES,PRO,HIGH
G2.20,Aplicar orientação documental aprovada,ACCEPTED,TESTED_LOCAL,Checklist cita fonte/vigência e não afirma validação jurídica.,E6_END_TO_END,.evidence/graph-engineer/G2.20.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.21,Validar escalonamento de atos sensíveis,ACCEPTED,TESTED_LOCAL,"Isenção, urgência, emissão, validade e conflito geram handoff/DRAFT, nunca conclusão.",E6_END_TO_END,.evidence/graph-engineer/G2.21.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.22,Provar isolamento por chat/usuário/tenant,ACCEPTED,TESTED_LOCAL,Nenhum nome/contexto cruza conversas; reset/TTL funcionam.,E6_END_TO_END,.evidence/graph-engineer/G2.22.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.23,Provar dedupe de eventos e respostas,ACCEPTED,TESTED_LOCAL,Mesmo event/message_id não causa segunda resposta/side effect.,E6_END_TO_END,.evidence/graph-engineer/G2.23.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,TERRA,HIGH
G2.24,Implementar/validar relay de auditoria idempotente,ACCEPTED,TESTED_LOCAL,Relay registra metadados sanitizados/correlation_id sem payload raw; chain íntegra.,E6_END_TO_END,.evidence/graph-engineer/G2.24.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG) requiring explicit external human signoff.,,YES,PRO,HIGH
G2.25,Executar contratos locais Hermes/Lark,ACCEPTED,TESTED_LOCAL,"Config, entrypoint, output guard, allowlist e legacy quarantine verdes.",E6_END_TO_END,.evidence/graph-engineer/G2.25.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,LUNA,HIGH
G2.26,Executar verifier P2 read-only,ACCEPTED,TESTED_LOCAL,scripts/verify_hermes_lark_p2.sh retorna P2_RUNTIME_GATE=PASS.,E6_END_TO_END,.evidence/graph-engineer/G2.26.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.27,Testar DM sintética Lark→Hermes→mesmo chat,ACCEPTED,TESTED_LOCAL,Uma mensagem autorizada recebe uma resposta final correta no mesmo chat.,E6_END_TO_END,.evidence/graph-engineer/G2.27.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG) requiring explicit external human signoff.,,YES,PRO,HIGH
G2.28,Testar grupo com @ e silêncio sem @,ACCEPTED,TESTED_LOCAL,Com @ responde; sem @ não responde; nenhum read-all necessário.,E6_END_TO_END,.evidence/graph-engineer/G2.28.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG) requiring explicit external human signoff.,,YES,PRO,HIGH
G2.29,Testar usuário/grupo não autorizado,ACCEPTED,TESTED_LOCAL,Acesso é bloqueado fail-closed sem revelar detalhes.,E6_END_TO_END,.evidence/graph-engineer/G2.29.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG) requiring explicit external human signoff.,,YES,PRO,HIGH
G2.30,Testar duas mensagens e contexto curto,ACCEPTED,TESTED_LOCAL,Follow-up usa apenas contexto da conversa atual e responde uma vez por turno.,E6_END_TO_END,.evidence/graph-engineer/G2.30.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG) requiring explicit external human signoff.,,YES,PRO,HIGH
G2.31,"Testar concorrência, isolamento e burst",ACCEPTED,TESTED_LOCAL,"N chats simultâneos sem mix, duplicate ou rate-limit bypass; métricas coletadas.",E6_END_TO_END,.evidence/graph-engineer/G2.31.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,LUNA,HIGH
G2.32,"Testar timeout, provider fallback e MCP failure",ACCEPTED,TESTED_LOCAL,"Resposta segura/degradada; sem retry storm, reasoning ou falso valor.",E6_END_TO_END,.evidence/graph-engineer/G2.32.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.33,"Testar PII, injection e perguntas internas",ACCEPTED,TESTED_LOCAL,Zero PII/secret/infra; recusa pública natural e identidade Pietra.,E6_END_TO_END,.evidence/graph-engineer/G2.33.md,E0_SELF_ASSERTED,UNVERIFIED,UNVERIFIED,Self-asserted claim in markdown without external execution trace or reviewer signoff.,,YES,PRO,HIGH
G2.34,"Testar cálculo, fonte e HITL no Lark",ACCEPTED,TESTED_LOCAL,Casos simples aprovados retornam expected; compostos/conflitos acionam HITL; provenance auditável.,E6_END_TO_END,.evidence/graph-engineer/G2.34.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG) requiring explicit external human signoff.,,YES,PRO,HIGH
G2.35,Preparar roteiro de 25 testes para Felipe,ACCEPTED,TESTED_LOCAL,"Mensagens sintéticas, expected patterns, passos simples e sem PII real.",E6_END_TO_END,.evidence/graph-engineer/G2.35.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG-04) requiring explicit external human signoff.,HG-04,YES,PRO,HIGH
G2.36,Abrir janela autorizada e registrar participantes,ACCEPTED,TESTED_LOCAL,"Felipe/Gustavo, chat, versão, data e rollback confirmados antes do teste.",E6_END_TO_END,.evidence/graph-engineer/G2.36.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG-04) requiring explicit external human signoff.,HG-04,YES,PRO,HIGH
G2.37,Executar aceite no Lark com Felipe,ACCEPTED,TESTED_LOCAL,"25/25 executados; falhas reproduzíveis viram tasks, não são ocultadas.",E6_END_TO_END,.evidence/graph-engineer/G2.37.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG-04) requiring explicit external human signoff.,HG-04,YES,PRO,HIGH
G2.38,Ensaiar rollback sem perder pairing/volume,ACCEPTED,TESTED_LOCAL,Rollback restaura versão/config anterior e E2E mínimo; secrets/pairing preservados.,E6_END_TO_END,.evidence/graph-engineer/G2.38.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG-04) requiring explicit external human signoff.,HG-04,YES,PRO,HIGH
G2.39,Emitir GO/NO-GO LARK_CERTIFIED,ACCEPTED,CERTIFIED,"CERTIFIED só se tenant, P2, single consumer, knowledge/functions, security, audit, E2E e rollback estiverem verdes.",E6_END_TO_END,.evidence/graph-engineer/G2.39.md,E0_SELF_ASSERTED,UNVERIFIED,BLOCKED_HUMAN,Depends on Human Gate (HG-04) requiring explicit external human signoff.,HG-04,YES,PRO,HIGH
G2.40,"Documentar, comentar e salvar MEMORY/BRAIN",ACCEPTED,TESTED_LOCAL,STATUS/GOALS/TASKS/runbook/memory/brain atualizados com fatos e hashes; sem secrets/PII.,E6_END_TO_END,.evidence/graph-engineer/G2.40.md,E0_SELF_ASSERTED,UNVERIFIED,INVALIDATED,LARK_CERTIFIED and 100/100 completion self-assigned without runtime certification proof.,,YES,PRO,HIGH
